order_id,order_date,customer_name,customer_email,product_category,product_name,quantity,unit_price,discount_percent,shipping_cost,region,payment_method,order_status
100467,03/06/2025,  Emily Ahmed  ,emily.ahmed@outlook.com,BOOKS,Atomic Habits,8,17.48,,11.55,E,debit card,completed
101039,2025/02/16,nida smith,nida.smith@hotmail.com, Books ,The Pragmatic Programmer,7,33.82,76.6,4.25,north,Credit Card,returned
100415,"January 14, 2025",Hina Ahmed,hina.ahmed@outlook.com,home & kitchen,Cookware Set,8,140.08,10.0,5.0,South,credit card,pending
100111,10/06/2025,SANA SHEIKH,sana.sheikh@gmail.com,Electronic,Webcam HD,4,43.29,10.0,12.53,S,debit card,Cancelled
100285,05-06-2025,  Bilal Hussain  ,bilal.hussain@gmail.com,Home&Kitchen,Blender,6,49.76,0.0,,WEST,PayPal,Cancelled
100412,"June 22, 2025",Omar Miller,omar.miller@gmail.com,Beauty,Makeup Kit,8,$37.62,0.0,1.15,South,Cash on Delivery,Pending
101010,13-03-2025,david raza,david.raza@hotmail.com, Clothing,Denim Jacket,2,62.2,0.0,5.48,S,Credit Card,Pending
100146,2025/02/24,Amna Taylor,amna.taylor@outlook.com,BEAUTY,Perfume 50ml,4,$56.30,10.0,2.51,WEST,CREDIT CARD,completed
100410,2025/01/31,Imran Malik,imran.malik@yahoo.com,electronics,Smart Watch,8,155.45,15.0,9.68,,paypal,pending
100770,"January 05, 2025",  Hassan Taylor  ,,Electronics,Bluetooth Speaker,3 units,65.80,0.0,11.87,south,CREDIT CARD,COMPLETED
100712,2025-03-20,Faisal Ali,faisal.ali@yahoo.com, Books ,Sapiens,8,$19.61,20.0,5.6,North,paypal,Cancelled
101130,2025/03/18,John Ali,john.ali@outlook.com,Sports & Outdoors,Dumbbell Set,3,86.41,0.0,9.75,W,cash on delivery,Cancelled
100946,"February 28, 2025",Hassan Thomas,hassan.thomas@gmail.com,Home & Kitchen,Blender,7,$51.22,0.0,,east,Cash on Delivery,Completed
100013,02/02/2025,Ali Moore,ali.moore@yahoo.com,BEAUTY,Makeup Kit,7,$41.48,10.0,4.49,NORTH,paypal,pending
100638,2025-02-12,Anna Shah,anna.shah@yahoo.com,CLOTHING,Winter Coat,8,,20.0,9.53,South,credit card,Pending
101113,27-06-2025,  James Khan  ,,ELECTRONICS,Wireless Earbuds,5,$41.52,10.0,10.35,south,debit card,cancelled
100658,2025/04/11,MARIA HUSSAIN,maria.hussain@yahoo.com,Electronic,USB-C Hub,3,36.38,0.0,7.08,W,Debit Card,returned
100752,07-01-2025,Usman Anderson,usman.anderson@yahoo.com, Electronics,Laptop Stand,1,25.83,0.0,-11.1,north,debit card,Pending
100034,30/01/2025,Kamran Brown,kamran.brown@gmail.com,BOOKS,Python Crash Course,5,0.01,5.0,5.2,,paypal,returned
100867,2025/04/25,Fatima Ali,fatima.ali@gmail.com,books,Deep Work,7,18.47,10.0,318.23,East,CREDIT CARD,pending
100473,2025-01-18,SANA AHMED,sana.ahmed@yahoo.com,clothing,Running Shoes,4,,0.0,,SOUTH,debit card,pending
100098,01-06-2025,Laura Moore,laura.moore@gmail.com,BEAUTY,Perfume 50ml,N/A,$54.71,,8.46,EAST,Cash on Delivery,Returned
100351,2025-02-18,Fatima Raza,fatima.raza@hotmail.com,electronics,Laptop Stand,7,25.67,10.0,9.31,E,paypal,cancelled
100829,2025/01/04,Laura Malik,laura.malik@gmail.com,Electronics,Wireless Earbuds,unknown,39.79,0.0,8.32,South,CREDIT CARD,cancelled
100926,15-04-2025,Anna Shah,anna.shah@gmail.com,Sports,Cycling Helmet,3,46.24,5.0,9.4,north,debit card,Pending
101265,"May 26, 2025",omar malik,omar.malik@hotmail.com,clothing,Winter Coat,2,124.32,0.0,7.49,North,debit card,completed
101355,04/03/2025,Michael Khan,michael.khan@yahoo.com, Clothing,Formal Shirt,3,$35.72,10.0,7.78,south,Cash on Delivery,Cancelled
100511,17-04-2025,Robert Moore,robert.moore@yahoo.com,books,Atomic Habits,7,17.25,0.0,4.51, North,credit card,Pending
100033,"June 25, 2025",Fatima Shah,fatima.shah@gmail.com,Sports,Hiking Backpack,2 units,$70.25,,5.35,EAST,credit card,returned
100249,"February 22, 2025",Robert Butt,robert.butt@gmail.com,books,Python Crash Course,5,30.23,0.0,10.42,West,CREDIT CARD,completed
100664,2025/03/17,Zainab Taylor,,BEAUTY,Sunscreen SPF50,2,$15.38,0.0,3.92,east,credit card,Returned
100363,"February 27, 2025",Sana Ali,sana.ali@gmail.com,electronics,Bluetooth Speaker,4,$60.18,10.0,6.78, North,Cash on Delivery,pending
100328,26-05-2025,Sana Malik,sana.malik@outlook.com,Sports & Outdoors,Yoga Mat,2,26.37,5.0,3.75,EAST,CREDIT CARD,completed
100325,2025/02/24,  Faisal Wilson  ,faisal.wilson@hotmail.com,Sports & Outdoors,Dumbbell Set,,$86.65,0.0,8.1,east,credit card,completed
100197,08/05/2025,Emily Moore,emily.moore@hotmail.com,Home & Kitchen,Blender,N/A,57.01,15.0,12.31,east,credit card,completed
100058,"February 03, 2025",John Sheikh,john.sheikh@hotmail.com,BOOKS,Atomic Habits,5,15.95,20.0,8.52,north,Debit Card,returned
101088,30-05-2025,usman ahmed,usman.ahmed@hotmail.com,Electronics ,USB-C Hub,4,$35.68,0.0,7.88,south,credit card,Completed
100660,29-01-2025,  Hina Thomas  ,hina.thomas@gmail.com,Electronics ,Bluetooth Speaker,6,$62.30,0.0,,S,CREDIT CARD,COMPLETED
100024,19/01/2025,Rabia Malik,rabia.malik@yahoo.com,books,Deep Work,1,$17.91,0.0,,north,paypal,Pending
100110,2025/04/16,  Ahmed Taylor  ,ahmed.taylor@hotmail.com,BEAUTY,Face Serum,5,23.83,15.0,7.8,W,Debit Card,pending
100015,2025/06/06,Bilal Khan,bilal.khan@gmail.com,Sports & Outdoors,Cycling Helmet,4,$45.25,0.0,10.61,S,Debit Card,Pending
100602,10/03/2025,Mariam Smith,mariam.smith@hotmail.com, Clothing,Formal Shirt,-1,34.92,0.0,7.09,WEST,paypal,COMPLETED
100294,"April 09, 2025",Mariam Taylor,mariam.taylor@hotmail.com,HOME & KITCHEN,Vacuum Cleaner,2,,5.0,2.32,west,,Returned
101288,28/02/2025,LAURA SHAH,laura.shah@outlook.com,clothing,Running Shoes,6,$1337.71,89.7,9.25,West ,Credit Card,Pending
100683,2025/06/06,Sarah Brown,sarah.brown@hotmail.com, Clothing,Winter Coat,8,114.02,0.0,9.49,north,Debit Card,Completed
100101,2025-01-04,Bilal Ali,bilal.ali@hotmail.com,Electronics,Bluetooth Speaker,6,$54.72,0.0,13.18,east,CREDIT CARD,completed
100830,2025/02/12,Ahmed Ahmed,ahmed.ahmed@hotmail.com,clothing,Formal Shirt,,$36.47,0.0,7.99,North,Cash on Delivery,COMPLETED
100172,2025/01/08,Sara Iqbal,sara.iqbal@hotmail.com,ELECTRONICS,Laptop Stand,1,25.53,0.0,9.4,,paypal,returned
100927,18-05-2025,James Anderson,james.anderson@yahoo.com, Books ,The Pragmatic Programmer,6,$33.22,0.0,6.02,S,Cash on Delivery,cancelled
100005,"March 13, 2025",NIDA AHMED,nida.ahmed@yahoo.com,CLOTHING,Running Shoes,8,$83.01,0.0,8.18,east,Debit Card,Completed
101085,2025/02/11,Kamran Malik,kamran.malik@yahoo.com,Books,Atomic Habits,2,$16.44,0.0,5.37,West,CREDIT CARD,Cancelled
101324,2025-05-03,Emily Wilson,emily.wilson@yahoo.com,Home and Kitchen,Blender,8,54.24,15.0,8.89,E,Credit Card,Pending
101145,"May 28, 2025",Zain Johnson,zain.johnson@outlook.com,Home&Kitchen,Cookware Set,1,125.76,5.0,7.15,EAST,Debit Card,Completed
100782,"June 11, 2025",Zain Brown,zain.brown@gmail.com,sports & outdoors,Dumbbell Set,,$85.63,0.0,5.92,,paypal,COMPLETED
100416,10-05-2025,MARIAM ANDERSON,mariam.anderson@gmail.com,electronics,Laptop Stand,8,27.09,0.0,11.13,west,CREDIT CARD,Returned
100099,2025/01/22,Omar Khan,omar.khan@outlook.com,HOME & KITCHEN,Blender,1,,0.0,7.29,South,Debit Card,Pending
100318,2025-06-14,James Brown,james.brown@yahoo.com,home & kitchen,Vacuum Cleaner,3,$162.68,20.0,9.15,S,,Completed
100046,15-06-2025,Omar Ali,omar.ali@outlook.com, Electronics,USB-C Hub,3,38.48,0.0,9.24,West,cash on delivery,completed
101104,24/05/2025,KAMRAN TAYLOR,kamran.taylor@outlook.com,CLOTHING,Running Shoes,5,$80.54,,10.59,west,Credit Card,cancelled
101332,22-03-2025,Amna Hussain,amna.hussain@hotmail.com, Books ,The Pragmatic Programmer,5,$34.56,10.0,4.24,South,cash on delivery,Pending
100771,15/04/2025,Anna Taylor,anna.taylor@yahoo.com,Sports & Outdoors,Cycling Helmet,1,$45.58,10.0,8.84,South,Cash on Delivery,returned
101127,29-06-2025,omar taylor,omar.taylor@outlook.com,Home and Kitchen,Air Fryer,6,$86.98,0.0,9.28,EAST,Debit Card,Pending
100586,08-02-2025,James Shah,james.shah@gmail.com, Electronics,Bluetooth Speaker,2,63.29,0.0,13.13,West,cash on delivery,pending
100885,20/05/2025,Faisal Davis,faisal.davis@hotmail.com, Clothing,Formal Shirt,1 units,37.24,0.0,7.94, North,debit card,Pending
100038,"February 04, 2025",Fatima Davis,fatima.davis@hotmail.com,Sports & Outdoors,Water Bottle,3 units,$13.24,0.0,6.9,E,Cash on Delivery,Completed
100755,2025-01-23,Rabia Davis,rabia.davis@outlook.com,Beauty,Sunscreen SPF50,3,15.36,0.0,7.42,East,Cash on Delivery,cancelled
100113,18-03-2025,Sara Brown,sara.brown@yahoo.com,Beauty ,Sunscreen SPF50,7,$16.02,0.0,5.99,WEST,PayPal,COMPLETED
100051,2025-04-28,  Laura Ali  ,laura.ali@gmail.com,Books,Sapiens,6,19.50,0.0,8.84,EAST,CREDIT CARD,completed
100760,06-04-2025,Maria Anderson,maria.anderson@outlook.com,sports & outdoors,Dumbbell Set,8,84.24,0.0,6.36,south,Cash on Delivery,COMPLETED
100204,29/01/2025,  John Sheikh  ,, Books ,Sapiens,2,$19.36,10.0,9.62,South,Credit Card,Cancelled
100503,2025/03/08,MARIA RAZA,maria.raza@gmail.com,Clothing,Running Shoes,-3,79.82,0.0,8.4,west,Debit Card,Pending
100707,2025-05-09,Laura Butt,laura.butt@gmail.com,Sports and Outdoors,Dumbbell Set,1,$90.47,10.0,10.32,south,cash on delivery,Returned
100210,2025/06/23,Nida Malik,nida.malik@yahoo.com,clothing,Winter Coat,4,$120.18,0.0,6.14,SOUTH,Cash on Delivery,pending
100262,01-04-2025,RABIA WILSON,,CLOTHING,Running Shoes,1,,0.0,,S,Cash on Delivery,completed
100492,"June 09, 2025",Ayesha Johnson,ayesha.johnson@gmail.com,Electronic,USB-C Hub,1 units,34.66,0.0,14.29,EAST,credit card,Returned
100510,2025-01-01,HASSAN DAVIS,hassan.davis@outlook.com,Beauty ,Perfume 50ml,3,$49.12,0.0,9.67,S,Debit Card,Returned
101044,2025-04-28,Omar Taylor,omar.taylor@gmail.com, Books ,Python Crash Course,1,$30.07,0.0,6.42,east,CREDIT CARD,pending
101106,2025-01-25,Rabia Ali,rabia.ali@gmail.com,books,The Pragmatic Programmer,2 units,36.34,0.0,7.06,E,Credit Card,Completed
100986,2025/01/01,Hassan Smith,hassan.smith@yahoo.com, Clothing,Formal Shirt,7,30.59,0.0,4.95,West,cash on delivery,Pending
101350,29/01/2025,zainab khan,zainab.khan@outlook.com, Electronics,Smart Watch,2,152.98,5.0,9.72, North,Cash on Delivery,Cancelled
101082,12-03-2025,Zain Ahmed,zain.ahmedgmail.com,Home and Kitchen,Cookware Set,6,$121.22,10.0,,NORTH,paypal,Pending
101124,"May 07, 2025",Fatima Johnson,fatima.johnson@yahoo.com, Clothing,Winter Coat,6,119.94,0.0,9.88,East,Cash on Delivery,Pending
100817,"March 24, 2025",Mariam Raza,mariam.raza@hotmail.com,Beauty ,Shampoo 500ml,3,12.45,10.0,6.39,SOUTH,cash on delivery,Cancelled
100207,2025-04-17,Kamran Taylor,kamran.taylor@hotmail.com,Sports and Outdoors,Dumbbell Set,3,$83.58,5.0,5.58,S,CREDIT CARD,Completed
100185,08/02/2025,Emily Thomas,emily.thomas@gmail.com,home & kitchen,Knife Set,1,$40.40,0.0,10.12,,credit card,cancelled
100020,08-01-2025,John Miller,john.miller@outlook.com,Clothing,Formal Shirt,6,0.01,0.0,7.0,West ,debit card,Returned
100377,2025/03/14,Maria Iqbal,maria.iqbal@yahoo.com,CLOTHING,Cotton T-Shirt,2,16.32,0.0,-7.27,,,Cancelled
100462,"June 11, 2025",Ali Butt,ali.butt@gmail.com,Sports,Camping Tent,2,148.76,,8.28,north,CREDIT CARD,Pending
100611,2025/01/30,Hina Hussain,hina.hussain@yahoo.com,BOOKS,The Pragmatic Programmer,3,1386.52,15.0,10.24, North,Credit Card,completed
100259,2025-04-15,AYESHA SMITH,ayesha.smith@outlook.com,sports & outdoors,Yoga Mat,unknown,,0.0,6.33,north,Cash on Delivery,pending
100825,"May 28, 2025",Amna Wilson,amna.wilson@hotmail.com, Books ,The Pragmatic Programmer,4,$35.56,15.0,5.28,West,debit card,completed
101306,17/06/2025,Ali Johnson,ali.johnson@gmail.com,Beauty ,Perfume 50ml,2 units,$55.88,0.0,4.7,SOUTH,cash on delivery,returned
100024,27/02/2025,  Faisal Ali  ,faisal.ali@gmail.com,beauty,Shampoo 500ml,4,,0.0,13.98,east,credit card,completed
100797,11/05/2025,  Zainab Anderson  ,zainab.anderson@gmail.com,Sports and Outdoors,Dumbbell Set,3,$81.17,0.0,3.02,NORTH,debit card,completed
100655,2025-02-04,sara shah,sara.shah@outlook.com,Home & Kitchen,Cookware Set,6,131.06,0.0,7.19,EAST,PayPal,Completed
100263,2025/05/07,faisal khan,, Clothing,Running Shoes,4,$81.58,0.0,4.09,EAST,Credit Card,cancelled
100833,02/04/2025,James Smith,james.smith@hotmail.com, Books ,The Pragmatic Programmer,6,34.78,15.0,6.36,East,Credit Card,cancelled
100918,2025/04/15,  Robert Davis  ,robert.davis@outlook.com,CLOTHING,Denim Jacket,,$61.16,0.0,3.14,W,credit card,COMPLETED
100650,07/02/2025,Zain Anderson,zain.anderson@yahoo.com,CLOTHING,Wool Sweater,2,$40.93,5.0,-5.27,E,cash on delivery,COMPLETED
101137,2025/03/31,  Sara Ahmed  ,sara.ahmed@gmail.com,Electronic,Wireless Earbuds,8,40.25,10.0,4.68,EAST,,COMPLETED
100389,23/02/2025,Maria Hussain,maria.hussain@yahoo.com,Clothing,Running Shoes,7,$78.97,5.0,5.04,south,paypal,Pending
100943,2025/04/20,AYESHA MOORE,ayesha.moore@outlook.com, Clothing,Wool Sweater,2,$44.73,20.0,13.77,west,PayPal,Pending
101232,2025/06/19,Sarah Ali,sarah.ali@outlook.com,Sports,Yoga Mat,2,$24.00,0.0,7.5,West ,Credit Card,Pending
100128,2025/04/28,Sara Shah,sara.shah@hotmail.com,beauty,Face Serum,2,$22.46,0.0,,S,credit card,Pending
100252,2025/05/11,Faisal Raza,faisal.raza@hotmail.com,BEAUTY,Perfume 50ml,7,0.01,10.0,13.39,WEST,PayPal,completed
100633,09/05/2025,  Sara Ahmed  ,sara.ahmed@gmail.com,HOME & KITCHEN,Blender,8,49.28,0.0,8.67,east,cash on delivery,completed
100002,23/05/2025,  Maria Khan  ,maria.khan@gmail.com,sports & outdoors,Yoga Mat,8,26.37,20.0,8.23,west,credit card,returned
100385,22/01/2025,Faisal Iqbal,,books,Sapiens,2,20.17,20.0,8.82,S,Cash on Delivery,Cancelled
101150,01/03/2025,usman johnson,,Sports & Outdoors,Dumbbell Set,4,$93.16,5.0,10.16, North,Cash on Delivery,Returned
100883,"June 01, 2025",Robert Brown,robert.brown@hotmail.com,books,The Pragmatic Programmer,2,34.09,0.0,15.18, North,Cash on Delivery,pending
100241,2025-01-15,Faisal Wilson,faisal.wilson@gmail.com,Beauty,Makeup Kit,,$41.39,10.0,7.96,N,paypal,Returned
100531,"January 22, 2025",Imran Butt,imran.butt@gmail.com,home & kitchen,Air Fryer,2,83.65,,5.81,EAST,,Completed
101046,2025-02-22,Faisal Moore,faisal.moore@gmail.com,BOOKS,Atomic Habits,-1,17.45,0.0,7.43,East,CREDIT CARD,Completed
101179,2025-01-15,AYESHA RAZA,ayesha.raza@outlook.com,beauty,Perfume 50ml,2,$57.36,10.0,8.53,SOUTH,credit card,Pending
100651,28-03-2025,ayesha iqbal,ayesha.iqbal@hotmail.com, Clothing,Running Shoes,5,76.51,0.0,8.17,S,debit card,Returned
