Unnamed: 0,order_id,order_date,customer_name,customer_email,product_category,product_name,quantity,unit_price,discount_percent,shipping_cost,region,payment_method,order_status,mean_unit_price,std_unit_price,z_score,is_outlier,negative_unit_price,negative_z_score,needs_review,discount_mean_percent,discount_std_percent,z_score_discount_percent,disc_percent_is_outlier,disc_percent_needs_review,total_amount,order_size
36,100585,2025-05-10,maria moore,maria.moore@gmail.com,books,atomic habits,5.0,16.46,0.0,6.3,west,paypal,PENDING,39.827705627705626,103.05571431710429,-0.22674827672149042,False,False,-0.22674827672149042,False,4.1688311688311686,10.421557003011799,0.0,False,False,600.7900000000001,Large
37,100806,2025-05-05,maria iqbal,maria.iqbal@gmail.com,books,sapiens,7.0,177.1,2.0,1.02,south,paypal,RETURNED,39.827705627705626,103.05571431710429,1.3320202114159827,False,False,1.3320202114159827,False,4.1688311688311686,10.421557003011799,0.0,False,False,24.794000000000022,Small
38,101238,2025-02-11,robert anderson,robert.anderson@outlook.com,beauty,shampoo 500ml,5.0,12.04,0.0,5.42,east,debit card,COMPLETED,35.795125,32.25932217096194,-0.7363801655257051,False,False,-0.7363801655257051,False,3.506666666666667,6.601809481042974,0.0,False,False,386.484,Medium
39,100350,2025-03-11,ayesha sheikh,ayesha.sheikh@hotmail.com,electronics,usb-c hub,,33.66,0.0,6.39,east,cash on delivery,COMPLETED,108.07537634408602,354.6189383124617,-0.20984602993345264,False,False,-0.20984602993345264,False,4.18010752688172,8.442241407847533,0.0,False,False,1833.9884800300301,Large
40,100236,2025-05-07,rabia hussain,rabia.hussain@yahoo.com,beauty,face serum,7.0,20.32,0.0,5.25,east,paypal,CANCELLED,35.795125,32.25932217096194,-0.47971017239568203,False,False,-0.47971017239568203,False,3.506666666666667,6.601809481042974,0.0,False,False,889.0,Large
41,101230,2025-01-02,amna miller,aqibirshad99@gmail.com,books,atomic habits,5.0,18.14,0.0,7.74,north,debit card,RETURNED,39.827705627705626,103.05571431710429,-0.21044641504276188,False,False,-0.21044641504276188,False,4.1688311688311686,10.421557003011799,0.0,False,False,792.7180000000001,Large
42,100009,2025-06-19,ahmed taylor,ahmed.taylor@outlook.com,clothing,wool sweater,2.0,177.1,0.0,9.29,south,cash on delivery,CANCELLED,81.27661224489796,202.65768774867644,0.4728337168927748,False,False,0.4728337168927748,False,4.043673469387755,10.607664777135836,0.0,False,False,3644.7179999999994,Large
43,100672,2025-05-22,faisal sheikh,faisal.sheikh@gmail.com,books,the pragmatic programmer,3.0,38.1,0.0,7.97,west,cash on delivery,COMPLETED,39.827705627705626,103.05571431710429,-0.016764772716915465,False,False,-0.016764772716915465,False,4.1688311688311686,10.421557003011799,0.0,False,False,1025.271,Large
44,100642,2025-06-12,hassan butt,hassan.butt@yahoo.com,Home & Kitchen,blender,5.0,52.56,10.0,11.39,south,debit card,CANCELLED,125.44858638743456,251.39969147197004,-0.28993108925736816,False,False,-0.28993108925736816,False,3.381151832460733,9.34859745928623,0.0,False,False,628.0920000000002,Large
45,100095,2025-05-31,imran sheikh,imran.sheikh@hotmail.com,electronics,smart watch,,177.1,0.0,10.78,west,debit card,RETURNED,108.07537634408602,354.6189383124617,0.19464449356366587,False,False,0.19464449356366587,False,4.18010752688172,8.442241407847533,0.0,False,False,1833.9884800300301,Large
46,100684,2025-04-23,james smith,james.smith@hotmail.com,electronics,wireless earbuds,4.0,40.19,0.0,10.3,east,cash on delivery,RETURNED,108.07537634408602,354.6189383124617,-0.19143189776365213,False,False,-0.19143189776365213,False,4.18010752688172,8.442241407847533,0.0,False,False,1816.588,Large
47,100773,2025-03-04,bilal davis,bilal.davis@yahoo.com,Sports & Outdoors,water bottle,1.0,12.68,5.0,6.47,west,debit card,COMPLETED,73.1990340909091,55.408806578830564,-1.0922277130226252,False,False,-1.0922277130226252,False,4.250568181818182,11.731325571960086,0.0,False,False,31.319599999999998,Small
48,100179,2025-01-23,kamran wilson,kamran.wilson@gmail.com,clothing,cotton t-shirt,4.0,15.18,0.0,6.91,east,paypal,RETURNED,81.27661224489796,202.65768774867644,-0.326149049558223,False,False,-0.326149049558223,False,4.043673469387755,10.607664777135836,0.0,False,False,480.2952,Medium
49,101286,2025-01-20,omar wilson,omar.wilson@yahoo.com,beauty,shampoo 500ml,5.0,11.3,10.0,6.78,west,credit card,PENDING,35.795125,32.25932217096194,-0.7593192711919149,False,False,-0.7593192711919149,False,3.506666666666667,6.601809481042974,0.0,False,False,125.42999999999999,Small
50,100017,2025-06-01,nida taylor,nida.taylor@hotmail.com,books,deep work,7.0,0.01,5.0,3.63,w,credit card,RETURNED,39.827705627705626,103.05571431710429,-0.38637067232570754,False,False,-0.38637067232570754,False,4.1688311688311686,10.421557003011799,0.0,False,False,0.02590000000000001,Small
51,100606,2025-05-24,michael ali,michael.ali@yahoo.com,beauty,makeup kit,2.0,40.54,0.0,8.51,north,credit card,RETURNED,35.795125,32.25932217096194,0.14708539053777997,False,False,0.14708539053777997,False,3.506666666666667,6.601809481042974,0.0,False,False,771.0708,Large
52,100394,2025-01-03,mariam hussain,mariam.hussain@hotmail.com,electronics,smart watch,1.0,151.1,0.0,9.25,n,jazzcash,COMPLETED,108.07537634408602,354.6189383124617,0.12132635628727796,False,False,0.12132635628727796,False,4.18010752688172,8.442241407847533,0.0,False,False,1548.7749999999999,Large
53,101279,2025-06-03,zainab brown,zainab.brown@gmail.com,books,deep work,8.0,16.85,0.0,11.97,south,paypal,RETURNED,39.827705627705626,103.05571431710429,-0.2229639159746427,False,False,-0.2229639159746427,False,4.1688311688311686,10.421557003011799,0.0,False,False,1748.3560000000002,Large
54,101073,2025-04-18,nida hussain,nida.hussain@gmail.com,electronics,bluetooth speaker,4.0,63.0,20.0,8.26,west,credit card,PENDING,108.07537634408602,354.6189383124617,-0.12710933194540566,False,False,-0.12710933194540566,False,4.18010752688172,8.442241407847533,0.0,False,False,2706.48,Small
55,100063,2025-02-01,emily hussain,emily.hussain@yahoo.com,books,sapiens,6.0,18.62,0.0,13.17,east,paypal,CANCELLED,39.827705627705626,103.05571431710429,-0.20578874027741084,False,False,-0.20578874027741084,False,4.1688311688311686,10.421557003011799,0.0,False,False,1583.0724,Large
56,101086,2025-05-14,usman butt,usman.butt@outlook.com,clothing,cotton t-shirt,4.0,14.74,10.0,4.72,south,cash on delivery,RETURNED,81.27661224489796,202.65768774867644,-0.3283201983801008,False,False,-0.3283201983801008,False,4.043673469387755,10.607664777135836,0.0,False,False,252.3488,Small
57,101117,2025-02-28,john brown,john.brown@gmail.com,Sports & Outdoors,camping tent,3.0,143.95,0.0,-0.11,east,paypal,COMPLETED,73.1990340909091,55.408806578830564,1.2768902684888712,False,False,1.2768902684888712,False,4.250568181818182,11.731325571960086,0.0,False,False,384.3465,Medium
58,101291,2025-05-16,sana hussain,sana.hussain@yahoo.com,electronics,wireless earbuds,3.0,37.57,2.0,9.21,n,cash on delivery,CANCELLED,108.07537634408602,354.6189383124617,-0.19882011005842656,False,False,-0.19882011005842656,False,4.18010752688172,8.442241407847533,0.0,False,False,925.3491000000001,Large
59,100791,2025-02-05,faisal raza,faisal.raza@hotmail.com,books,python crash course,1.0,29.82,0.0,6.94,n,cash on delivery,COMPLETED,39.827705627705626,103.05571431710429,-0.09710966241922049,False,False,-0.09710966241922049,False,4.1688311688311686,10.421557003011799,0.0,False,False,236.7708,Medium
60,100977,2025-01-23,amna brown,amna.brown@hotmail.com,clothing,cotton t-shirt,3.0,15.59,0.0,3.95,east,paypal,CANCELLED,81.27661224489796,202.65768774867644,-0.32412593361056424,False,False,-0.32412593361056424,False,4.043673469387755,10.607664777135836,0.0,False,False,231.51149999999998,Medium
61,100933,2025-06-14,rabia moore,rabia.moore@outlook.com,books,sapiens,2.0,20.55,0.0,9.72,east,paypal,PENDING,39.827705627705626,103.05571431710429,-0.18706100632506198,False,False,-0.18706100632506198,False,4.1688311688311686,10.421557003011799,0.0,False,False,440.59200000000004,Medium
62,100474,2025-04-26,zain raza,aqibirshad99@gmail.com,electronics,bluetooth speaker,3.0,0.01,5.0,7.37,east,credit card,CANCELLED,108.07537634408602,354.6189383124617,-0.3047366191392393,False,False,-0.3047366191392393,False,4.18010752688172,8.442241407847533,0.0,False,False,0.1011,Small
63,101139,2025-02-05,amna davis,amna.davis@gmail.com,Home & Kitchen,air fryer,3.0,90.6,2.0,8.02,s,debit card,PENDING,125.44858638743456,251.39969147197004,-0.13861825439559072,False,False,-0.13861825439559072,False,3.381151832460733,9.34859745928623,0.0,False,False,1908.0359999999996,Large
64,100313,2025-06-30,omar johnson,omar.johnson@outlook.com,sports,camping tent,3.0,177.1,0.0,12.94,e,paypal,CANCELLED,73.26145833333334,48.91840557715463,2.122688596276741,False,False,2.122688596276741,False,4.104166666666667,9.7505909986367,0.0,False,False,7406.321999999999,Large
65,100118,2025-01-14,bilal hussain,bilal.hussain@yahoo.com,sports,water bottle,8.0,13.95,5.0,10.54,east,credit card,PENDING,73.26145833333334,48.91840557715463,-1.2124568990660718,False,False,-1.2124568990660718,False,4.104166666666667,9.7505909986367,0.0,False,False,729.8639999999999,Large
66,100013,2025-02-07,anna sheikh,anna.sheikh@outlook.com,beauty,perfume 50ml,3.0,56.49,5.0,6.17,south,paypal,PENDING,35.795125,32.25932217096194,0.6415161140189235,False,False,0.6415161140189235,False,3.506666666666667,6.601809481042974,0.0,False,False,367.74989999999997,Medium
67,100021,2025-04-27,emily smith,emily.smith@gmail.com,Sports & Outdoors,water bottle,3.0,13.12,0.0,8.92,e,cash on delivery,RETURNED,73.1990340909091,55.408806578830564,-1.0842867370809397,False,False,-1.0842867370809397,False,4.250568181818182,11.731325571960086,0.0,False,False,390.4512,Medium
68,101182,2025-03-31,nida butt,nida.butt@outlook.com,beauty,sunscreen spf50,6.0,16.83,0.0,9.71,north,debit card,CANCELLED,35.795125,32.25932217096194,-0.587895954524158,False,False,-0.587895954524158,False,3.506666666666667,6.601809481042974,0.0,False,False,1081.4958,Large
69,100186,2025-03-21,kamran iqbal,kamran.iqbal@outlook.com,electronics,smart watch,,154.96,10.0,9.67,n,cash on delivery,RETURNED,108.07537634408602,354.6189383124617,0.1322112797444648,False,False,0.1322112797444648,False,4.18010752688172,8.442241407847533,0.0,False,False,1833.9884800300301,Large
70,100562,2025-06-08,faisal malik,faisal.malik@gmail.com,clothing,wool sweater,2.0,43.55,0.0,6.39,south,credit card,COMPLETED,81.27661224489796,202.65768774867644,-0.18615929483851695,False,False,-0.18615929483851695,False,4.043673469387755,10.607664777135836,0.0,False,False,643.669,Large
71,100777,2025-05-27,kamran smith,kamran.smith@gmail.com,electronics,smart watch,3.0,157.49,10.0,3.34,east,cash on delivery,COMPLETED,108.07537634408602,354.6189383124617,0.13934569848712872,False,False,0.13934569848712872,False,4.18010752688172,8.442241407847533,0.0,False,False,2674.1802000000002,Small
72,100348,2025-01-25,robert ahmed,robert.ahmed@gmail.com,books,deep work,1.0,19.75,10.0,5.14,west,paypal,COMPLETED,39.827705627705626,103.05571431710429,-0.194823797600647,False,False,-0.194823797600647,False,4.1688311688311686,10.421557003011799,0.0,False,False,76.235,Small
73,100972,2025-04-21,robert khan,robert.khan@outlook.com,electronic,webcam hd,6.0,50.33,10.0,1.29,east,credit card,RETURNED,85.10875,74.9987378077552,-0.4637244707924101,False,False,-0.4637244707924101,False,4.515,11.280742610579935,0.0,False,False,2328.2658,Small
74,101027,2025-06-22,kamran wilson,kamran.wilson@yahoo.com,electronic,smart watch,,140.55,65.6,4.67,east,paypal,PENDING,85.10875,74.9987378077552,0.7392291073232854,False,False,0.7392291073232854,False,4.515,11.280742610579935,0.0,False,False,1833.9884800300301,Large
75,100740,2025-02-04,robert shah,robert.shah@yahoo.com,beauty,shampoo 500ml,5.0,12.0,0.0,6.05,south,cash on delivery,COMPLETED,35.795125,32.25932217096194,-0.7376201171833381,False,False,-0.7376201171833381,False,3.506666666666667,6.601809481042974,0.0,False,False,423.0,Medium
76,100043,2025-06-04,sarah smith,sarah.smith@gmail.com,beauty,face serum,,21.92,0.0,3.87,north,paypal,COMPLETED,35.795125,32.25932217096194,-0.43011210609036354,False,False,-0.43011210609036354,False,3.506666666666667,6.601809481042974,0.0,False,False,1833.9884800300301,Large
77,100467,2025-06-03,emily ahmed,emily.ahmed@outlook.com,books,atomic habits,8.0,17.48,2.0,11.55,e,debit card,COMPLETED,39.827705627705626,103.05571431710429,-0.2168507178451195,False,False,-0.2168507178451195,False,4.1688311688311686,10.421557003011799,0.0,False,False,1475.3120000000001,Large
78,101039,2025-02-16,nida smith,nida.smith@hotmail.com,books,the pragmatic programmer,7.0,33.82,76.6,4.25,north,credit card,RETURNED,39.827705627705626,103.05571431710429,-0.058295706041295366,False,False,-0.058295706041295366,False,4.1688311688311686,10.421557003011799,0.0,False,False,16891.398999999998,Small
79,100415,2025-01-14,hina ahmed,hina.ahmed@outlook.com,Home & Kitchen,cookware set,8.0,140.08,10.0,5.0,south,credit card,PENDING,125.44858638743456,251.39969147197004,0.058199807354166105,False,False,0.058199807354166105,False,3.381151832460733,9.34859745928623,0.0,False,False,4482.56,Small
80,100111,2025-06-10,sana sheikh,sana.sheikh@gmail.com,electronic,webcam hd,4.0,43.29,10.0,12.53,s,debit card,CANCELLED,85.10875,74.9987378077552,-0.5575927171893785,False,False,-0.5575927171893785,False,4.515,11.280742610579935,0.0,False,False,611.2547999999999,Large
81,100285,2025-06-05,bilal hussain,bilal.hussain@gmail.com,Home & Kitchen,blender,6.0,49.76,0.0,7.5,west,paypal,CANCELLED,125.44858638743456,251.39969147197004,-0.30106873220197844,False,False,-0.30106873220197844,False,3.381151832460733,9.34859745928623,0.0,False,False,2537.76,Large
82,100412,2025-06-22,omar miller,omar.miller@gmail.com,beauty,makeup kit,8.0,37.62,0.0,1.15,south,cash on delivery,PENDING,35.795125,32.25932217096194,0.056568919530573726,False,False,0.056568919530573726,False,3.506666666666667,6.601809481042974,0.0,False,False,647.064,Large
83,101010,2025-03-13,david raza,david.raza@hotmail.com,clothing,denim jacket,2.0,62.2,0.0,5.48,s,credit card,PENDING,81.27661224489796,202.65768774867644,-0.09413219136574576,False,False,-0.09413219136574576,False,4.043673469387755,10.607664777135836,0.0,False,False,806.1120000000001,Large
84,100146,2025-02-24,amna taylor,amna.taylor@outlook.com,beauty,perfume 50ml,4.0,56.3,10.0,2.51,west,credit card,COMPLETED,35.795125,32.25932217096194,0.6356263436451667,False,False,0.6356263436451667,False,3.506666666666667,6.601809481042974,0.0,False,False,1461.548,Small
85,100410,2025-01-31,imran malik,imran.malik@yahoo.com,electronics,smart watch,8.0,155.45,15.0,9.68,east,paypal,PENDING,108.07537634408602,354.6189383124617,0.133593044639289,False,False,0.133593044639289,False,4.18010752688172,8.442241407847533,0.0,False,False,5372.352,Small
86,100770,2025-01-05,hassan taylor,aqibirshad99@gmail.com,electronics,bluetooth speaker,3.0,65.8,0.0,11.87,south,credit card,COMPLETED,108.07537634408602,354.6189383124617,-0.11921353254641004,False,False,-0.11921353254641004,False,4.18010752688172,8.442241407847533,0.0,False,False,2540.5379999999996,Large
87,100712,2025-03-20,faisal ali,faisal.ali@yahoo.com,books,sapiens,8.0,19.61,20.0,5.6,north,paypal,CANCELLED,39.827705627705626,103.05571431710429,-0.1961822860738744,False,False,-0.1961822860738744,False,4.1688311688311686,10.421557003011799,0.0,False,False,2102.192,Small
88,101130,2025-03-18,john ali,john.ali@outlook.com,Sports & Outdoors,dumbbell set,3.0,86.41,0.0,9.75,w,cash on delivery,CANCELLED,73.1990340909091,55.408806578830564,0.23842718738754196,False,False,0.23842718738754196,False,4.250568181818182,11.731325571960086,0.0,False,False,2786.7225000000003,Large
89,100946,2025-02-28,hassan thomas,hassan.thomas@gmail.com,Home & Kitchen,blender,7.0,51.22,0.0,7.5,east,cash on delivery,COMPLETED,125.44858638743456,251.39969147197004,-0.2952612469522888,False,False,-0.2952612469522888,False,3.381151832460733,9.34859745928623,0.0,False,False,3047.5899999999997,Large
90,100013,2025-02-02,ali moore,ali.moore@yahoo.com,beauty,makeup kit,7.0,41.48,10.0,4.49,north,paypal,PENDING,35.795125,32.25932217096194,0.17622425449215448,False,False,0.17622425449215448,False,3.506666666666667,6.601809481042974,0.0,False,False,1309.5235999999998,Small
91,100638,2025-02-12,anna shah,anna.shah@yahoo.com,clothing,winter coat,8.0,177.1,20.0,9.53,south,credit card,PENDING,81.27661224489796,202.65768774867644,0.4728337168927748,False,False,0.4728337168927748,False,4.043673469387755,10.607664777135836,0.0,False,False,13417.096000000001,Small
92,101113,2025-06-27,james khan,aqibirshad99@gmail.com,electronics,wireless earbuds,5.0,41.52,10.0,10.35,south,debit card,CANCELLED,108.07537634408602,354.6189383124617,-0.1876813930491292,False,False,-0.1876813930491292,False,4.18010752688172,8.442241407847533,0.0,False,False,280.25999999999993,Medium
